iso3,year,indicator description,indicator code,Indicator label,value
NAM,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
NER,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
NGA,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
RWA,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SDN,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SEN,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SLE,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SOM,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SSD,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
STP,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SWZ,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
SYC,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
TCD,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
TGO,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
TUN,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
TZA,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
UGA,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
ZAF,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
ZMB,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
ZWE,1960,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
AGO,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
BDI,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
BEN,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
BFA,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
BWA,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
CAF,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
CIV,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
CMR,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
COD,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
COG,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
COM,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
CPV,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
DJI,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
DZA,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
EGY,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
ERI,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
ETH,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
GAB,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
GHA,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
GIN,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
GMB,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
GNB,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
GNQ,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
KEN,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
LBR,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
LBY,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
LSO,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
MAR,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
MDG,1961,(0.4 * Bank capital to assets ratio (%)) + (0.3 * Bank liquid reserves to bank assets ratio (%)) + (0.3 * Domestic credit provided by financial sector (% of GDP)),(0.4 * FB.BNK.CAPA.ZS) + (0.3 * FD.RES.LIQU.AS.ZS) + (0.3 * FS.AST.DOMS.GD.ZS),Banking Sector Development Index,
